hashtag,count,sentiment,date
#StopBracketSadness,2,0.5719,2016-03-25
#GOT7,6,0.08998333333333335,2016-03-25
#SupportTNA,1,0.0,2016-03-25
#instagram,1,-0.34,2016-03-25
#Kurdistan,1,-0.4404,2016-03-25
#Prada,1,0.0,2016-03-25
#watch,1,0.0,2016-03-25
#MakeAmericaGreatAgain,1,0.0,2016-03-25
#ncaa,1,0.0431,2016-03-25
#Mystic,1,0.0,2016-03-25
#sagaserifu,1,0.0,2016-03-25
#pu_m1,2,0.0,2016-03-25
#TeamYamaha,1,0.0,2016-03-25
#halo,1,0.0,2016-03-25
#JesusDeNazareth,1,0.0,2016-03-25
#indiegames,1,0.1531,2016-03-25
#JUNGKOOK,1,0.0,2016-03-25
#pso2,1,0.0,2016-03-25
#HappyXiuminDay,7,0.12938571428571427,2016-03-25
#10YearsOfHannahMontana,1,0.0,2016-03-25
#iHeartRadio,1,0.0,2016-03-25
#iH,1,-0.34,2016-03-25
#credit,1,0.0,2016-03-25
#gintama,1,0.0,2016-03-25
#ludacris,1,-0.2023,2016-03-25
#TDW,1,0.0,2016-03-25
#DO,1,0.0,2016-03-25
#MajuNaAtrevida,1,0.0,2016-03-25
#fun,2,0.39795,2016-03-25
#NSFW,1,0.0,2016-03-25
#instarunners,1,0.0,2016-03-25
#MGWV,4,0.6717,2016-03-25
#HappyXiuDay,1,0.0,2016-03-25
#Dead,1,0.0,2016-03-25
#greatcommission,1,0.0,2016-03-25
#Zoella,3,0.296,2016-03-25
#gHelp,1,0.0,2016-03-25
#KIR,1,0.0,2016-03-25
#adidas,1,0.0,2016-03-25
#SanFrancisco,1,0.0,2016-03-25
#HappyBirthdayLeePace,1,0.7067,2016-03-25
#IklanSulsel,1,0.0,2016-03-25
#pennystocks,1,0.0,2016-03-25
#blowjob,1,0.296,2016-03-25
#k2skis,1,0.6249,2016-03-25
#meuerro,1,0.0,2016-03-25
#installNow,1,0.0,2016-03-25
#Servicios,1,0.0,2016-03-25
#ThisTimeOfficialPoster,1,0.0,2016-03-25
#WhiteRoseRevolt,1,0.0,2016-03-25
#TGDN,1,-0.4019,2016-03-25
#somoslasele,1,0.0,2016-03-25
#Naranjal,1,0.0,2016-03-25
#agua,1,0.0,2016-03-25
#nike,1,0.0,2016-03-25
#VampsFirstShow,1,0.6739,2016-03-25
#LIBRA,1,0.0,2016-03-25
#heatnation,1,0.6808,2016-03-25
#KyuhyunInUAE,1,0.0,2016-03-25
#Lara,1,0.0,2016-03-25
#LipKitbyKylie,1,0.0,2016-03-25
#PerdueCrew,2,0.0,2016-03-25
#ChupaCoxinhas,1,0.0,2016-03-25
#tiffany,1,0.0,2016-03-25
#ReligiousInsanity,1,-0.4841,2016-03-25
#lulanacadeia,1,0.0,2016-03-25
#5SOSFAM,3,-0.27616666666666667,2016-03-25
#NOMASTPP,1,0.0,2016-03-25
#ERFAO,1,0.0,2016-03-25
#studiocat,1,0.0,2016-03-25
#xandercagereturns,1,0.0,2016-03-25
#Cruz,1,0.3818,2016-03-25
#Fly,2,0.26995,2016-03-25
#Update,1,0.4574,2016-03-25
#Antoine,1,0.1779,2016-03-25
#undertaker,1,0.9558,2016-03-25
#Santiago,1,0.0,2016-03-25
#ReadyForWar,1,0.0,2016-03-25
#LulaLixoMundial,2,0.0,2016-03-25
#TCOT,1,-0.4389,2016-03-25
#kcon2016abudhabi,1,0.0,2016-03-25
#WeAreND,1,-0.826,2016-03-25
#feriadotop,1,0.0,2016-03-25
#BernieBird,1,0.5859,2016-03-25
#coffee,1,0.0,2016-03-25
#Key,1,0.0,2016-03-25
#popart,1,0.0,2016-03-25
#ers,1,0.4404,2016-03-25
#Washington,1,-0.5994,2016-03-25
#Z985,1,-0.5267,2016-03-25
#fitness,1,0.765,2016-03-25
#ViernesDeGanarSeguidores,3,0.20413333333333336,2016-03-25
#lyingted,1,0.0516,2016-03-25
#DrPankajLynched,3,-0.16283333333333336,2016-03-25
#ArianaGrande,1,0.0,2016-03-25
#fps,1,0.3147,2016-03-25
#SS7,1,0.0,2016-03-25
#madewithunity,1,0.0,2016-03-25
#NDvsWI,2,0.28595,2016-03-25
#TBworld2016,7,0.24552857142857146,2016-03-25
#EDM,2,-0.39095,2016-03-25
#WorldCup,1,0.0,2016-03-25
#pdf1,1,0.0,2016-03-25
#Epilepsy,1,0.0,2016-03-25
#rtz,1,0.5267,2016-03-25
#CagadasDeLosUruguayosEnElExterior,1,0.0,2016-03-25
#BlackSaturday,1,0.0,2016-03-25
#Hot,1,0.0,2016-03-25
#BeatUNC,3,0.14003333333333332,2016-03-25
#FelizViernes,1,0.6124,2016-03-25
#Coraz,1,0.0,2016-03-25
#OnlyTrump,1,-0.6352,2016-03-25
#AskBroEliThaBibleAnswers,1,0.0,2016-03-25
#ThrowbackThursday,1,0.0,2016-03-25
#PrayForIraq,2,0.0,2016-03-25
#piesnation,1,0.6562,2016-03-25
#wwe,1,0.9558,2016-03-25
#Lol,1,0.0,2016-03-25
#FOTOGALER,1,0.0,2016-03-25
#girlpower,1,0.6124,2016-03-25
#beyondcloset,1,0.0,2016-03-25
#Piscis,1,0.0,2016-03-25
#Grimm,3,0.20173333333333335,2016-03-25
#needfajitas,1,0.0,2016-03-25
#YouNow,1,0.6249,2016-03-25
#depression,1,-0.5423,2016-03-25
#bbq,1,0.0,2016-03-25
#onWisconsin,1,0.0,2016-03-25
#CHEN,1,0.0,2016-03-25
#arteradikal,1,0.0,2016-03-25
#BIGBANG,1,0.0,2016-03-25
#SouthCarolinaDebate,1,0.0,2016-03-25
#Sagittarius,1,0.0,2016-03-25
#charity,1,0.0516,2016-03-25
#mlb,1,0.0,2016-03-25
#markets,1,0.0,2016-03-25
#HobbyLove,1,0.0,2016-03-25
#feminism,1,0.0,2016-03-25
#JuangaSpears,1,0.0,2016-03-25
#AINF,1,0.0,2016-03-25
#WaitingForEunhyuk,1,0.0,2016-03-25
#quote,3,0.2106333333333333,2016-03-25
#ygent,1,0.0,2016-03-25
#_pum1,2,0.0,2016-03-25
#disabodyposi,1,-0.5423,2016-03-25
#JK,2,0.0,2016-03-25
#followmejp,1,0.0,2016-03-25
#FunnyVideos,1,0.0,2016-03-25
#LibertadTour,1,0.0,2016-03-25
#TMNT2,1,0.8617,2016-03-25
#JC,1,0.0,2016-03-25
#iHeartAwards,491,0.07193482688391037,2016-03-25
#asktristan,1,0.4588,2016-03-25
#Wiley_RYS16,1,0.0,2016-03-25
#EliminatoriasRusia2018,1,0.0,2016-03-25
#Buffalo,1,0.4753,2016-03-25
#Cruzsexscandal,3,0.39666666666666667,2016-03-25
#saturdaymorning,1,0.0,2016-03-25
#LeaMa,1,0.0,2016-03-25
#greatday,1,0.0,2016-03-25
#TheHeirs,1,0.0,2016-03-25
#AllGloryToGod,1,0.5994,2016-03-25
#nudity,1,-0.2263,2016-03-25
#Boston,1,0.0,2016-03-25
#JediChaperone,1,0.0,2016-03-25
#Harmonizers,24,0.06460416666666667,2016-03-25
#Japantown,1,0.0,2016-03-25
#bi,1,0.0,2016-03-25
#askmagcult,1,0.0,2016-03-25
#p2b,1,0.0,2016-03-25
#mouth,1,0.4939,2016-03-25
#THREEPEAT,1,0.807,2016-03-25
#Touro,1,0.0,2016-03-25
#PJNET,2,-0.08875,2016-03-25
#Zootopia,1,0.0,2016-03-25
#Lumia_bot,1,0.0,2016-03-25
#OpWhiteRose,1,0.0,2016-03-25
#EGAOffAirSMAN1KWCirebon,1,-0.5106,2016-03-25
#k2pettitor,1,0.6249,2016-03-25
#gameinsight,6,0.0,2016-03-25
#OnGo,1,0.296,2016-03-25
#dating,1,-0.5574,2016-03-25
#lionsroar,1,0.0,2016-03-25
#freefollowers,1,0.6908,2016-03-25
#jk,2,0.0,2016-03-25
#BestFamArmy,2,0.0,2016-03-25
#eikaiwa,1,0.0,2016-03-25
#HipHop,1,0.0,2016-03-25
#DescendantsOfTheSun,2,0.0,2016-03-25
#sem,1,0.0,2016-03-25
#TripleThreat,9,0.11161111111111113,2016-03-25
#KakuIndoSuper2,2,0.0,2016-03-25
#VamosBahia,1,0.0,2016-03-25
#40A,1,0.0,2016-03-25
#Republican,1,0.3818,2016-03-25
#Egypt,1,-0.4767,2016-03-25
#Bitcoin,1,-0.0762,2016-03-25
#forex,1,0.0,2016-03-25
#gamer,1,0.0,2016-03-25
#ClassActs,1,0.0,2016-03-25
#ZinosPredicciones,1,0.0,2016-03-25
#DISPROMO,1,0.296,2016-03-25
#sex,2,-0.39185000000000003,2016-03-25
#ViernesSanto,5,0.0,2016-03-25
#ForaDilma,1,0.0,2016-03-25
#STARZ,1,0.7192,2016-03-25
#NAVY,1,0.0,2016-03-25
#genie,1,0.7959,2016-03-25
#keepthecap,1,-0.7418,2016-03-25
#Shadowhunters,1,0.5526,2016-03-25
#sellingbritain,1,0.0,2016-03-25
#google,1,-0.128,2016-03-25
#WOW,1,0.0,2016-03-25
#SGSeruBareng,1,0.0,2016-03-25
#Teen,1,0.0,2016-03-25
#asswednesday,1,0.0,2016-03-25
#surfsup,1,0.6209,2016-03-25
#PromoBlast,1,0.296,2016-03-25
#CamilaIsOurPrincess,14,0.06634285714285715,2016-03-25
#Nowplaying,2,0.0,2016-03-25
#AceCafe,1,0.0,2016-03-25
#creditscores,1,0.6705,2016-03-25
#VenezuelaDisfruta,1,0.0,2016-03-25
#Oakland,1,0.2263,2016-03-25
#SleazyDonald,1,0.5974,2016-03-25
#BuffaloMotorama,1,0.5093,2016-03-25
#Media420,1,-0.4926,2016-03-25
#pixiv,1,0.0,2016-03-25
#ObamaCare,1,-0.5106,2016-03-25
#TweetanongMoKaySorianoBibliAngSasagot,1,0.0,2016-03-25
#WomanPower,1,0.9118,2016-03-25
#Psychology,1,0.0,2016-03-25
#hostel,1,0.0,2016-03-25
#sm28500340,1,0.0,2016-03-25
#Hillyes,1,0.0,2016-03-25
#ShineBoss,1,0.9118,2016-03-25
#vegan,1,-0.5423,2016-03-25
#FOLLOW,3,0.659,2016-03-25
#Trump2016,2,0.06109999999999999,2016-03-25
#ralphlauren,1,0.0,2016-03-25
#AlejandroSanzEnLima,1,0.0,2016-03-25
#LackOFWorries,1,0.0,2016-03-25
#NYC,1,-0.7378,2016-03-25
#pussy,1,0.0,2016-03-25
#LlenateDeBuenaVibre,1,-0.4466,2016-03-25
#oldtownalexandria,1,0.4767,2016-03-25
#Mark,1,0.0,2016-03-25
#TheTruthCaster,1,0.0,2016-03-25
#Draghi,1,0.0,2016-03-25
#Tenis,1,0.0,2016-03-25
#iHe,1,0.0,2016-03-25
#JBSS3,1,0.0,2016-03-25
#investments,1,0.0,2016-03-25
#LaHistoriaDeCloe,1,0.0,2016-03-25
#iSwearItsNotForMe,1,0.0,2016-03-25
#Produce101,1,0.0,2016-03-25
#virgin,1,-0.5574,2016-03-25
#ModelSchools,1,0.4003,2016-03-25
#WisataGunungkidul,1,0.0,2016-03-25
#porngif,1,0.2732,2016-03-25
#shameonNC,1,0.296,2016-03-25
#airchrist,1,0.0,2016-03-25
#followme,1,0.0,2016-03-25
#JenniferHudson,1,0.4588,2016-03-25
#XXX,1,0.0,2016-03-25
#PurposeTourChildren,1,0.5622,2016-03-25
#sytta,1,0.0,2016-03-25
#androidgames,6,0.0,2016-03-25
#Mty,1,0.0,2016-03-25
#Follow,3,-0.12726666666666667,2016-03-25
#syttd,1,0.0,2016-03-25
#sungjong,1,0.0,2016-03-25
#UnitedWeZag,1,0.0,2016-03-25
#tof2016,1,0.0,2016-03-25
#GeorgeClooneyIsWithHer,1,0.0,2016-03-25
#Happy20thQueenKATH,8,0.4158125,2016-03-25
#MSCoastLife,1,0.4926,2016-03-25
#AFCON2017,1,0.0,2016-03-25
#MONSTA_X,2,0.0,2016-03-25
#Correa,1,-0.296,2016-03-25
#SparkleAndShineDarling,1,0.9118,2016-03-25
#WizWolves,1,-0.5106,2016-03-25
#boooo,1,0.0431,2016-03-25
#ClickYourHeart,1,0.3802,2016-03-25
#GD,1,0.0,2016-03-25
#Apps,2,0.0,2016-03-25
#kconabudhabi,1,0.0,2016-03-25
#iubb,2,0.0,2016-03-25
#TheCodcast,1,-0.296,2016-03-25
#filthyfrank,1,0.0,2016-03-25
#pg3d,1,0.3147,2016-03-25
#sansei_muramasa,1,0.0,2016-03-25
#tb,1,0.0,2016-03-25
#UKNOWY,1,0.0,2016-03-25
#giftsets,1,0.9022,2016-03-25
#perfume,1,0.9022,2016-03-25
#instafit,1,0.0,2016-03-25
#JohnCleese,1,0.0,2016-03-25
#SomosOneWorld,1,0.0,2016-03-25
#HolaYAdios,1,0.0,2016-03-25
#teenage,1,-0.5574,2016-03-25
#messi,1,0.0,2016-03-25
#ScrewAttack,1,0.0,2016-03-25
#Caps,1,0.0,2016-03-25
#tbo,1,0.5106,2016-03-25
#Damn,1,0.0,2016-03-25
#ListenNow,1,0.6369,2016-03-25
#beachboy,1,0.6209,2016-03-25
#TROPA,2,0.0,2016-03-25
#nowplaying,3,0.03423333333333333,2016-03-25
#cumberbatch,1,0.0,2016-03-25
#Umobile,1,0.0,2016-03-25
#Funny,1,0.0,2016-03-25
#game,2,0.27115,2016-03-25
#BestCove,1,0.296,2016-03-25
#WTF,1,0.0,2016-03-25
#Listen,1,0.0,2016-03-25
#LadyGaga,2,0.24695,2016-03-25
#Greece,1,0.0,2016-03-25
#MCRPolarPoll,1,0.7269,2016-03-25
#MangelEnCMF,2,0.44799999999999995,2016-03-25
#AKB48,1,0.0,2016-03-25
#JKT48DahsyatRCTI,1,0.0,2016-03-25
#seriousfun,1,0.6249,2016-03-25
#p_um1,2,0.0,2016-03-25
#Radio,2,0.0,2016-03-25
#GMBNBT,1,0.0,2016-03-25
#kyliejenner,1,-0.4588,2016-03-25
#ProcesiondelSilencio,1,0.0,2016-03-25
#iOS,2,0.0,2016-03-25
#pasco,1,0.5106,2016-03-25
#Viacrucis,1,0.0,2016-03-25
#MansionElan,1,0.0,2016-03-25
#TommyEsguerra,1,0.5413,2016-03-25
#DCMusic,1,0.0,2016-03-25
#np,3,0.0,2016-03-25
#Yunho,1,0.5413,2016-03-25
#sneakerhead,1,0.0,2016-03-25
#List,1,0.9217,2016-03-25
#ANTI,1,0.0,2016-03-25
#Cyclones,2,-0.08274999999999996,2016-03-25
#ParadiseIsland2,1,0.6696,2016-03-25
#TURNUP,1,0.0,2016-03-25
#Kerry,1,0.0,2016-03-25
#safeschools,1,0.0,2016-03-25
#Mecum,1,0.7096,2016-03-25
#ALMDHAL16,1,0.0,2016-03-25
#likes,1,0.0,2016-03-25
#MileyOnTheVoice,1,0.0,2016-03-25
#HDRthebook,1,0.0772,2016-03-25
#Canada,1,-0.5216,2016-03-25
#running,1,0.0,2016-03-25
#FuiDespedido,1,0.0,2016-03-25
#Middleschoolmovie,1,0.6588,2016-03-25
#RealTalk,1,0.0,2016-03-25
#holyweek,1,0.0,2016-03-25
#YoungMetro,1,0.0,2016-03-25
#art,1,0.0,2016-03-25
#1bankuji,1,0.0,2016-03-25
#Central,1,0.0,2016-03-25
#060,2,0.0,2016-03-25
#Hot100,1,0.0,2016-03-25
#FitBit,1,0.636,2016-03-25
#ClintonFoundation,1,0.0,2016-03-25
#SingKaraoke,1,0.0,2016-03-25
#MSGwishes,12,0.3406,2016-03-25
#beautiful,1,0.0,2016-03-25
#GENETALK,1,0.0,2016-03-25
#ameblo,1,0.0,2016-03-25
#critics,1,-0.2023,2016-03-25
#unity3d,2,0.07655,2016-03-25
#cumshot,1,-0.3182,2016-03-25
#ComentaShow,1,0.0,2016-03-25
#MeghanTrainor,1,0.4404,2016-03-25
#GoodNight,1,0.0,2016-03-25
#mouthfetish,1,0.4939,2016-03-25
#TAURO,1,0.0,2016-03-25
#WeUp,1,0.0,2016-03-25
#LOTHT,1,0.6588,2016-03-25
#miedooooo,1,0.0,2016-03-25
#ImMadAF,1,0.5095,2016-03-25
#gifporn,1,0.2732,2016-03-25
#FranciscodeQuevedo,1,0.0,2016-03-25
#LebronJames,1,0.6696,2016-03-25
#SGGE,1,-0.4053,2016-03-25
#semanaSanta,1,0.0,2016-03-25
#interviewed,1,0.1779,2016-03-25
#BOT,1,0.0,2016-03-25
#brief,1,0.0,2016-03-25
#fernandobotero,1,0.0,2016-03-25
#Truth,1,0.0,2016-03-25
#EnDirecto,1,0.0,2016-03-25
#Nuketweet,1,0.0,2016-03-25
#WDP202,1,0.0,2016-03-25
#Rock,1,0.0,2016-03-25
#SayNoToSharia,1,0.0,2016-03-25
#popcorm,1,0.0,2016-03-25
#workworkwork,1,0.0,2016-03-25
#33d,1,0.0,2016-03-25
#keepitintheground,1,0.4215,2016-03-25
#marchmaddress,1,0.0,2016-03-25
#BrunoMars,1,0.0,2016-03-25
#iHea,1,-0.128,2016-03-25
#ABSCBNSORELOSER,1,0.0,2016-03-25
#1YearWithoutZayn,1,0.8126,2016-03-25
#touken,2,0.0,2016-03-25
#StarWars,1,0.0,2016-03-25
#Tampico,1,0.0,2016-03-25
#SSantaAlmeria,1,0.0,2016-03-25
#Batman,1,0.6124,2016-03-25
#concert,1,0.0,2016-03-25
#ocean,1,0.0,2016-03-25
#TilItHappensToYou,1,0.0,2016-03-25
#IdolTop4,1,0.0,2016-03-25
#IDWP,1,0.5423,2016-03-25
#UMI,1,0.6249,2016-03-25
#islam,1,-0.6166,2016-03-25
#ShokoMadrid,1,0.0,2016-03-25
#FBI,1,0.8001,2016-03-25
#rstats,1,0.8885,2016-03-25
#masturbate,1,0.0,2016-03-25
#lvup,1,0.0,2016-03-25
#SouhilaBenLachhab,1,0.0,2016-03-25
#ygnewboys,1,0.0,2016-03-25
#AllAboutApple,2,0.0,2016-03-25
#CDMX,1,0.0,2016-03-25
#SaveMeTrump,1,0.0,2016-03-25
#seunghoon,1,0.3182,2016-03-25
#ENN_select,1,0.0,2016-03-25
#mindfulness,1,-0.5423,2016-03-25
#Android,3,0.0,2016-03-25
#BBB16,1,0.0,2016-03-25
#YGTrainee,1,0.0,2016-03-25
#pum1_,2,0.0,2016-03-25
#mixeduse,1,0.7783,2016-03-25
#Virgos,1,-0.1761,2016-03-25
#AmericaCanDoBetter,1,-0.7965,2016-03-25
#4756,1,0.2263,2016-03-25
#IRENEPINK,1,0.0,2016-03-25
#FridayFeeling,1,0.4404,2016-03-25
#g1Nation,1,0.0,2016-03-25
#maskltda,1,-0.296,2016-03-25
#NHL,2,0.17,2016-03-25
#Directioners,12,0.08289166666666666,2016-03-25
#IdealMusic,1,0.0,2016-03-25
#iTunes,1,0.0,2016-03-25
#trumppeckerscandal,1,0.851,2016-03-25
#GoACC,1,0.0,2016-03-25
#ExpoEuVou,1,0.5411,2016-03-25
#dankmemes,1,0.0,2016-03-25
#mcm,1,0.0,2016-03-25
#Please,1,0.4898,2016-03-25
#BringIt,1,0.0,2016-03-25
#Aldenrichards,1,0.4939,2016-03-25
#MarchMadness,7,0.29981428571428576,2016-03-25
#KCON,1,0.0,2016-03-25
#Vida,1,-0.296,2016-03-25
#lockedin,1,0.0,2016-03-25
#womenshistorymonth,1,0.6114,2016-03-25
#movietwit,2,-0.2997,2016-03-25
#CruzScandal,1,-0.7378,2016-03-25
#BrasilvsUruguay,1,-0.296,2016-03-25
#needgreensauce,1,0.0,2016-03-25
#Suarez,1,-0.296,2016-03-25
#ksa,1,0.0,2016-03-25
#touken_hanamaru,2,0.0,2016-03-25
#LetsGoKomets,1,0.0,2016-03-25
#mixi_diary,1,0.0,2016-03-25
#photography,2,0.23515,2016-03-25
#GarryShandling,1,0.0,2016-03-25
#promotion,2,0.0,2016-03-25
#LaRumbaEsMia,1,-0.4466,2016-03-25
#JennerUpdates,1,0.0,2016-03-25
#money,2,0.0,2016-03-25
#BoycottJapan,1,0.0,2016-03-25
#tycoon,1,0.0,2016-03-25
#bs,1,0.0,2016-03-25
#JenniferLopez,1,0.0,2016-03-25
#Kindle,1,0.8172,2016-03-25
#newgame,1,0.0,2016-03-25
#TedScruz,1,-0.7378,2016-03-25
#TeamBrothersVM,2,0.3062,2016-03-25
#ygfamily,1,0.0,2016-03-25
#yotengounplan,1,0.0,2016-03-25
#short,1,0.8172,2016-03-25
#DIMITRIVEGAS,1,-0.7819,2016-03-25
#MiVoto40Zayn,1,0.0,2016-03-25
#HOSPITALPANT,1,0.0,2016-03-25
#JIMIN,1,0.0,2016-03-25
#WonderCon2016,1,0.5526,2016-03-25
#TheReal,1,0.0,2016-03-25
#london,1,0.0,2016-03-25
#BeQuick,2,0.0,2016-03-25
#DataViz,1,0.0,2016-03-25
#GuacNRoll,1,0.8452,2016-03-25
#leicestersquare,1,0.0,2016-03-25
#160326,1,0.0,2016-03-25
#abdsc,1,0.0,2016-03-25
#ADOPT,1,-0.7378,2016-03-25
#NoAhoraPorfavor,1,0.0,2016-03-25
#WeAreNotThis,1,0.0,2016-03-25
#TMCS,1,0.0,2016-03-25
#Periscope,4,0.0,2016-03-25
#Trump,3,-0.6592,2016-03-25
#RAPMONSTER,1,0.0,2016-03-25
#OsVirtuaisAnonimosSDV,1,0.0,2016-03-25
#EMBR3,1,0.0,2016-03-25
#wishfulthinking,1,-0.2406,2016-03-25
#GHETTO,1,0.0,2016-03-25
#MAGA,1,0.7574,2016-03-25
#542,1,0.855,2016-03-25
#vacations,1,0.0,2016-03-25
#screenshotsaturday,1,0.0,2016-03-25
#SAGITARIO,1,-0.296,2016-03-25
#uruguayvsbrasil,1,0.0,2016-03-25
#True,1,0.0,2016-03-25
#BatmanvsSuperman,1,0.7003,2016-03-25
#g_uc,2,0.0,2016-03-25
#grdrv,1,0.0,2016-03-25
#news,2,0.0,2016-03-25
#BrazilvsUruguay,1,-0.4019,2016-03-25
#dgrayman,2,0.0,2016-03-25
#HockeyDrills,1,0.0,2016-03-25
#jojo_ss,1,0.0,2016-03-25
#StartWithHealthy,1,0.0,2016-03-25
#teamalexandria,1,0.0,2016-03-25
#summer,1,0.0,2016-03-25
#robertgraham,1,0.0,2016-03-25
#Badgers,3,0.10573333333333333,2016-03-25
#ALDUB36thWeeksary,1,0.7088,2016-03-25
#919Hybrid,1,0.0,2016-03-25
#FrasesArjona,1,0.0,2016-03-25
#books,1,-0.9097,2016-03-25
#Lyon,2,0.0,2016-03-25
#B6,2,0.0,2016-03-25
#NDWBB,1,0.0,2016-03-25
#LowLife,2,0.0,2016-03-25
#conversaciones,1,-0.296,2016-03-25
#URGENTE,1,0.0,2016-03-25
#AightLetsRoll,1,0.0,2016-03-25
#iHeartZayn,10,0.09936,2016-03-25
#NBAextra,1,0.0,2016-03-25
#TNTvote,1,0.0,2016-03-25
#bkstg,1,-0.2732,2016-03-25
#TeamGamma,1,0.4588,2016-03-25
#goldbricks,1,0.0,2016-03-25
#mark,1,0.0,2016-03-25
#ABSOLUTELY,1,0.0,2016-03-25
#BoycottBooba,2,0.0,2016-03-25
#Booba,3,0.0,2016-03-25
#Porn,1,0.0,2016-03-25
#5kmAhok,1,0.0,2016-03-25
#CANMNT,1,0.0,2016-03-25
#BestMovieSong,1,0.0,2016-03-25
#Quer,1,0.0,2016-03-25
#MissingMaiChard,7,-0.01757142857142857,2016-03-25
#vore,1,0.4939,2016-03-25
#sgserubareng,1,0.0,2016-03-25
#Aquarians,1,-0.5106,2016-03-25
#EstrenosPPV,1,-0.5242,2016-03-25
#13,1,0.0,2016-03-25
#WatchTNA,1,0.0,2016-03-25
#LoseCruz,1,-0.6352,2016-03-25
#FNC,1,0.3802,2016-03-25
#piapro,1,0.0,2016-03-25
#snsd,1,0.0,2016-03-25
#plantbased,1,-0.5423,2016-03-25
#GG,2,0.0,2016-03-25
#VivirSinViolencia,1,0.34,2016-03-25
#HoneyWorks,1,0.0,2016-03-25
#CruzCrew,3,-0.24170000000000003,2016-03-25
#ter,1,0.0,2016-03-25
#SEHUN,1,0.0,2016-03-25
#ITSONLYINNAIJATHAT,1,0.6369,2016-03-25
#GOOOL,1,0.0,2016-03-25
#pixelgun,1,0.3147,2016-03-25
#yugbam,1,0.0,2016-03-25
#YearOne,1,0.0,2016-03-25
#ELITE8,1,0.0,2016-03-25
#mileyonthevoice,1,0.0,2016-03-25
#15,1,-0.2263,2016-03-25
#FAIRYTAIL,1,0.0,2016-03-25
#OneDirection,1,0.0,2016-03-25
#jra,1,0.0,2016-03-25
#trndnl,1,0.0,2016-03-25
#RM,1,0.0,2016-03-25
#MS,1,0.0,2016-03-25
#LulaLiderMundial,5,0.10212000000000002,2016-03-25
